date,district,branch,active_customers,new_connections,festival_indicator,price,stock,refill_bookings
2022-02-28,Madurai,West,129415,2770,1,820,9432,29714
2022-02-28,Trichy,Central,199962,4265,1,855,15269,18092
2022-02-28,Trichy,North,145918,981,0,927,14612,42305
2022-02-28,Trichy,South,218161,3085,0,880,17261,25372
2022-02-28,Trichy,East,105355,356,1,832,2037,48032
2022-02-28,Trichy,West,91420,1540,0,840,17517,28984
2022-02-28,Salem,Central,55167,3499,1,855,16912,11411
2022-02-28,Salem,North,146324,1851,0,888,2256,38439
2022-02-28,Salem,South,214329,3814,0,859,4460,42297
2022-02-28,Salem,East,235345,4012,0,909,6515,27076
2022-02-28,Salem,West,137483,3063,0,842,8200,37305
2022-03-01,Coimbatore,Central,243475,1076,0,845,3193,9512
2022-03-01,Coimbatore,North,203738,346,0,823,2636,8775
2022-03-01,Coimbatore,South,249029,4933,0,887,19096,43091
2022-03-01,Coimbatore,East,236256,4796,0,814,9773,33466
2022-03-01,Coimbatore,West,60778,4409,0,830,12251,28341
2022-03-01,Chennai,Central,195439,4432,0,860,17700,18769
2022-03-01,Chennai,North,112543,4842,1,851,9838,17243
2022-03-01,Chennai,South,209011,4121,0,926,6112,17780
2022-03-01,Chennai,East,98458,3910,0,949,14404,39346
2022-03-01,Chennai,West,166850,1672,0,834,14931,6359
2022-03-01,Madurai,Central,169119,3069,0,946,18464,24116
2022-03-01,Madurai,North,238057,2809,1,862,14791,23880
2022-03-01,Madurai,South,147123,3598,1,944,3189,18908
2022-03-01,Madurai,East,146188,558,0,943,16714,38793
2022-03-01,Madurai,West,175291,171,0,856,12576,39790
2022-03-01,Trichy,Central,196903,3841,0,818,6102,22288
2022-03-01,Trichy,North,216866,2128,0,885,7969,7620
2022-03-01,Trichy,South,216129,3972,1,810,19824,5765
2022-03-01,Trichy,East,226511,2538,0,925,14334,20835
2022-03-01,Trichy,West,207620,2766,1,880,9641,23565
2022-03-01,Salem,Central,59834,3988,0,880,12846,10899
2022-03-01,Salem,North,136038,665,0,858,11379,43658
2022-03-01,Salem,South,161417,4411,0,944,8083,17598
2022-03-01,Salem,East,132476,3119,0,820,11553,14386
2022-03-01,Salem,West,103171,3238,0,843,2671,38545
2022-03-02,Coimbatore,Central,235151,2379,0,867,15817,19260
2022-03-02,Coimbatore,North,246211,1174,0,878,17120,28147
2022-03-02,Coimbatore,South,51986,2733,0,822,4176,23722
2022-03-02,Coimbatore,East,165188,2333,0,800,13906,45002
2022-03-02,Coimbatore,West,107124,2432,0,899,11180,15073
2022-03-02,Chennai,Central,87251,1854,1,930,11686,30428
2022-03-02,Chennai,North,220646,551,0,825,7241,28778
2022-03-02,Chennai,South,203893,4795,0,828,16318,27331
2022-03-02,Chennai,East,171282,3620,1,946,6016,7837
2022-03-02,Chennai,West,175261,4339,0,939,6150,16109
2022-03-02,Madurai,Central,207088,3844,1,879,17390,42848
2022-03-02,Madurai,North,231088,571,0,876,3410,8770
2022-03-02,Madurai,South,92865,4759,0,886,12976,44159
2022-03-02,Madurai,East,73671,166,1,870,18279,40518
2022-03-02,Madurai,West,107813,1824,0,945,8452,22158
2022-03-02,Trichy,Central,130992,3112,1,924,6019,17419
2022-03-02,Trichy,North,83697,3112,0,837,11697,26113
2022-03-02,Trichy,South,172649,3044,0,853,3184,27727
2022-03-02,Trichy,East,109155,627,1,926,19625,10206
2022-03-02,Trichy,West,171937,3233,0,841,6928,21105
2022-03-02,Salem,Central,249298,4191,0,936,2690,30103
2022-03-02,Salem,North,215335,3925,0,930,12720,43641
2022-03-02,Salem,South,87271,3628,0,911,4686,28572
2022-03-02,Salem,East,88546,4612,1,884,6262,32007
2022-03-02,Salem,West,150819,1195,0,808,16104,44384
2022-03-03,Coimbatore,Central,132912,1381,1,819,5816,28017
2022-03-03,Coimbatore,North,182828,2473,0,888,4397,17674
2022-03-03,Coimbatore,South,224166,2454,0,807,11168,22118
2022-03-03,Coimbatore,East,240884,2640,0,803,17321,15207
2022-03-03,Coimbatore,West,77757,4163,0,830,10572,48351
2022-03-03,Chennai,Central,156311,1692,1,885,15939,16219
2022-03-03,Chennai,North,59399,3953,1,879,4239,15559
2022-03-03,Chennai,South,135693,2727,0,924,10015,8130
2022-03-03,Chennai,East,132016,3958,0,808,18840,10914
2022-03-03,Chennai,West,87136,3087,0,807,15948,18824
2022-03-03,Madurai,Central,119835,2664,1,817,6784,20185
2022-03-03,Madurai,North,222864,1561,0,930,9192,15745
2022-03-03,Madurai,South,80020,1818,0,881,19073,30745
2022-03-03,Madurai,East,165640,4979,1,837,18006,17109
2022-03-03,Madurai,West,95802,2584,0,888,4597,45597
2022-03-03,Trichy,Central,222026,4083,0,943,19040,49772
2022-03-03,Trichy,North,172431,3440,1,804,8312,45706
2022-03-03,Trichy,South,92722,4572,0,936,7041,16292
2022-03-03,Trichy,East,221866,3344,0,845,4114,39445
2022-03-03,Trichy,West,179858,3194,1,853,14047,27113
2022-03-03,Salem,Central,50694,4512,1,917,8704,45136
2022-03-03,Salem,North,117507,1603,0,922,16677,32818
2022-03-03,Salem,South,51868,1771,1,811,8403,20732
2022-03-03,Salem,East,105244,2242,0,922,2253,9102
2022-03-03,Salem,West,69159,4737,0,888,13471,32457
2022-03-04,Coimbatore,Central,173145,2440,0,876,3004,48054
2022-03-04,Coimbatore,North,153021,3371,0,919,7539,24977
2022-03-04,Coimbatore,South,159920,1384,0,930,9399,30117
2022-03-04,Coimbatore,East,148662,949,1,859,14773,14628
2022-03-04,Coimbatore,West,181401,4454,0,942,17082,9722
2022-03-04,Chennai,Central,67772,4285,1,883,3100,46632
2022-03-04,Chennai,North,91476,2632,0,886,19165,19439
2022-03-04,Chennai,South,168211,3658,0,853,6995,49754
2022-03-04,Chennai,East,245166,4418,0,876,2502,47299
2022-03-04,Chennai,West,81541,723,0,822,19434,34765
2022-03-04,Madurai,Central,73769,3872,1,849,15435,9114
2022-03-04,Madurai,North,227408,3467,0,911,16887,39341
2022-03-04,Madurai,South,245254,2734,1,906,3211,30351
2022-03-04,Madurai,East,130981,1260,1,879,12846,43644
2022-03-04,Madurai,West,69924,4797,0,827,3095,43669
2022-03-04,Trichy,Central,222055,4819,0,855,14510,37375
2022-03-04,Trichy,North,101999,2060,0,915,3212,14001
2022-03-04,Trichy,South,128784,519,0,936,7283,30854
2022-03-04,Trichy,East,60715,1540,0,888,16780,42905
2022-03-04,Trichy,West,202645,1461,0,814,9855,48463
2022-03-04,Salem,Central,149596,1754,1,856,10625,44199
2022-03-04,Salem,North,170725,3612,0,886,2437,48548
2022-03-04,Salem,South,79717,932,0,804,10953,43562
2022-03-04,Salem,East,70169,2614,0,940,6233,13007
2022-03-04,Salem,West,164915,2428,0,839,7782,6234
2022-03-05,Coimbatore,Central,107645,1520,0,800,11596,30019
2022-03-05,Coimbatore,North,69689,1638,1,827,10261,18765
2022-03-05,Coimbatore,South,203014,3535,0,943,17300,33072
2022-03-05,Coimbatore,East,85561,2992,0,868,3883,5797
2022-03-05,Coimbatore,West,230378,3548,0,914,7947,14617
2022-03-05,Chennai,Central,177192,3739,0,858,5424,47218
2022-03-05,Chennai,North,194490,2115,1,870,11065,5565
2022-03-05,Chennai,South,221252,2118,1,834,4314,42180
2022-03-05,Chennai,East,184955,3292,0,883,9902,22573
2022-03-05,Chennai,West,171844,4898,0,930,8884,15559
2022-03-05,Madurai,Central,104672,4577,1,861,16114,43137
2022-03-05,Madurai,North,104796,3846,0,910,19100,41735
2022-03-05,Madurai,South,122959,4121,0,934,2232,31502
2022-03-05,Madurai,East,212062,3231,0,911,13084,47215
2022-03-05,Madurai,West,129720,2638,0,921,9902,22129
2022-03-05,Trichy,Central,245964,1819,0,933,2731,5799
2022-03-05,Trichy,North,105659,4397,0,867,9624,19961
2022-03-05,Trichy,South,202839,2638,1,839,15262,10229
2022-03-05,Trichy,East,73772,2515,0,803,6261,8466
2022-03-05,Trichy,West,96553,3188,0,830,9372,8573
2022-03-05,Salem,Central,52978,2547,0,945,6975,9925
2022-03-05,Salem,North,238271,4954,0,834,16716,32528
2022-03-05,Salem,South,51995,3991,0,896,10498,47322
2022-03-05,Salem,East,117638,3130,1,892,16935,29399
2022-03-05,Salem,West,173182,4430,0,938,14482,39318
2022-03-06,Coimbatore,Central,240208,746,0,895,14700,38305
2022-03-06,Coimbatore,North,142508,1604,0,894,3909,49918
2022-03-06,Coimbatore,South,171906,180,0,928,17217,22140
2022-03-06,Coimbatore,East,52670,3851,0,941,16691,44620
2022-03-06,Coimbatore,West,215334,1119,0,933,2672,13630
2022-03-06,Chennai,Central,212322,4322,0,823,4287,49725
2022-03-06,Chennai,North,110520,4108,0,854,19810,14884
2022-03-06,Chennai,South,166481,2823,0,910,18375,46509
2022-03-06,Chennai,East,206290,4450,1,894,3883,7886
2022-03-06,Chennai,West,230701,861,1,823,19139,14638
2022-03-06,Madurai,Central,120467,1763,0,932,6060,34181
2022-03-06,Madurai,North,153069,3712,0,836,9130,34405
2022-03-06,Madurai,South,151490,4120,0,921,9942,12548
2022-03-06,Madurai,East,165248,2012,0,840,4409,39229
2022-03-06,Madurai,West,146382,4392,0,890,8554,32167
2022-03-06,Trichy,Central,101667,4515,1,892,19671,22502
2022-03-06,Trichy,North,212717,760,0,801,13953,8970
2022-03-06,Trichy,South,174338,3367,0,905,15465,41855
2022-03-06,Trichy,East,234598,4119,1,801,18158,38690
2022-03-06,Trichy,West,161233,4700,0,940,12979,7722
2022-03-06,Salem,Central,186427,4323,1,933,13284,26737
2022-03-06,Salem,North,73241,2938,1,947,3384,27689
2022-03-06,Salem,South,245428,2999,0,870,8026,37767
2022-03-06,Salem,East,78523,2390,0,820,2493,21465
2022-03-06,Salem,West,89767,3070,1,944,17551,22145
2022-03-07,Coimbatore,Central,151489,125,1,832,16126,10154
2022-03-07,Coimbatore,North,129303,3759,0,882,15880,6055
2022-03-07,Coimbatore,South,125582,3183,0,891,11650,43725
2022-03-07,Coimbatore,East,186327,1319,0,885,11691,41163
2022-03-07,Coimbatore,West,215043,4370,0,904,5514,14990
2022-03-07,Chennai,Central,159071,244,0,886,19761,8146
2022-03-07,Chennai,North,235248,893,0,862,19494,25437
2022-03-07,Chennai,South,243209,4037,1,809,10974,22500
2022-03-07,Chennai,East,164360,1850,0,808,7745,26448
2022-03-07,Chennai,West,157983,3975,0,896,14150,18406
2022-03-07,Madurai,Central,200853,173,0,949,5148,33879
2022-03-07,Madurai,North,190508,1385,0,887,13228,38538
2022-03-07,Madurai,South,182915,173,0,864,15273,38099
2022-03-07,Madurai,East,153235,1791,0,914,7113,46187
2022-03-07,Madurai,West,52881,2965,0,815,14714,43953
2022-03-07,Trichy,Central,189728,377,0,865,6262,10704
2022-03-07,Trichy,North,156898,4083,0,911,9441,33054
2022-03-07,Trichy,South,136612,4519,0,922,15665,29968
2022-03-07,Trichy,East,129364,4641,0,885,16588,17380
2022-03-07,Trichy,West,223717,1534,0,924,8461,12044
2022-03-07,Salem,Central,105486,1490,0,850,13260,38402
2022-03-07,Salem,North,168319,1499,1,898,12057,47915
2022-03-07,Salem,South,202133,2318,0,858,6276,17306
2022-03-07,Salem,East,84017,3266,1,880,19629,13245
2022-03-07,Salem,West,146950,3010,0,898,12588,5442
2022-03-08,Coimbatore,Central,155280,4775,0,825,12599,12058
2022-03-08,Coimbatore,North,184011,4836,0,850,12730,25951
2022-03-08,Coimbatore,South,229992,3875,0,882,11308,14609
2022-03-08,Coimbatore,East,133211,3588,0,816,12172,19457
2022-03-08,Coimbatore,West,249547,1429,0,917,16799,20052
2022-03-08,Chennai,Central,187116,3587,0,810,19274,27304
2022-03-08,Chennai,North,133108,4397,0,909,19855,22920
2022-03-08,Chennai,South,66702,2364,0,809,9991,20439
2022-03-08,Chennai,East,178676,4608,0,944,7935,22107
2022-03-08,Chennai,West,248937,1235,0,811,18276,19633
2022-03-08,Madurai,Central,129164,669,1,833,4822,38038
2022-03-08,Madurai,North,230160,838,0,858,7370,33757
2022-03-08,Madurai,South,237223,4344,0,892,6861,7911
2022-03-08,Madurai,East,127108,2206,1,931,19493,44697
2022-03-08,Madurai,West,67634,2740,0,823,16901,15638
2022-03-08,Trichy,Central,219668,3464,0,930,10150,47875
2022-03-08,Trichy,North,168171,1857,0,847,18295,31246
2022-03-08,Trichy,South,128343,1251,0,925,8302,37314
2022-03-08,Trichy,East,229769,4847,0,907,10402,15686
2022-03-08,Trichy,West,218521,4362,0,900,9494,41723
2022-03-08,Salem,Central,79877,3805,0,828,2713,28644
2022-03-08,Salem,North,159384,787,0,894,19168,7696
2022-03-08,Salem,South,193084,3818,1,933,19009,20858
2022-03-08,Salem,East,78810,3808,0,841,9692,33555
2022-03-08,Salem,West,121934,3629,0,891,2036,33412
2022-03-09,Coimbatore,Central,133707,2827,0,840,7932,31470
2022-03-09,Coimbatore,North,246201,236,0,885,15870,16268
2022-03-09,Coimbatore,South,163920,3983,1,818,9887,38182
2022-03-09,Coimbatore,East,74918,2829,1,940,5897,39937
2022-03-09,Coimbatore,West,166566,4070,1,857,3515,21958
2022-03-09,Chennai,Central,96566,3644,0,871,11551,26143
2022-03-09,Chennai,North,141627,139,0,861,18116,42564
2022-03-09,Chennai,South,79655,558,0,884,12457,22199
2022-03-09,Chennai,East,246523,2611,0,916,18800,28086
2022-03-09,Chennai,West,135637,207,1,907,3421,37015
2022-03-09,Madurai,Central,128506,4012,0,880,13019,20487
2022-03-09,Madurai,North,69346,2382,1,858,11919,26976
2022-03-09,Madurai,South,112863,691,0,931,2347,29741
2022-03-09,Madurai,East,169720,4543,1,870,8869,33082
2022-03-09,Madurai,West,137616,4503,0,898,3265,17938
2022-03-09,Trichy,Central,180842,3067,0,871,12482,23961
2022-03-09,Trichy,North,70044,1168,0,886,12928,26213
2022-03-09,Trichy,South,51950,191,0,891,15388,22771
2022-03-09,Trichy,East,85053,3306,1,823,3618,48747
2022-03-09,Trichy,West,58562,3283,1,901,11895,36738
2022-03-09,Salem,Central,76844,403,1,918,5033,46628
2022-03-09,Salem,North,90581,1514,0,817,16294,8621
2022-03-09,Salem,South,213514,3556,0,843,16882,22110
2022-03-09,Salem,East,243242,2749,0,807,11066,41047
2022-03-09,Salem,West,233208,2278,0,941,18123,21991
2022-03-10,Coimbatore,Central,203625,734,1,850,16340,38356
2022-03-10,Coimbatore,North,217071,2404,0,810,7044,15247
2022-03-10,Coimbatore,South,94440,2179,1,930,8783,43362
2022-03-10,Coimbatore,East,78371,3922,0,826,5688,19683
2022-03-10,Coimbatore,West,128616,1824,0,941,10640,34263
2022-03-10,Chennai,Central,148385,1506,1,940,3480,36159
2022-03-10,Chennai,North,92039,3698,0,887,12895,20367
2022-03-10,Chennai,South,221484,4410,0,839,7813,41621
2022-03-10,Chennai,East,101444,1601,0,926,6250,44759
2022-03-10,Chennai,West,66498,1513,0,843,3041,44695
2022-03-10,Madurai,Central,211171,3776,0,821,5065,7036
2022-03-10,Madurai,North,85814,2450,0,844,2076,21407
2022-03-10,Madurai,South,71518,775,1,900,10680,6485
2022-03-10,Madurai,East,70043,3335,1,925,14442,17961
2022-03-10,Madurai,West,158611,3448,0,802,6075,29882
2022-03-10,Trichy,Central,133038,3117,0,922,2784,33020
2022-03-10,Trichy,North,81127,3296,1,850,6746,7999
2022-03-10,Trichy,South,115350,1293,0,847,8200,43164
2022-03-10,Trichy,East,138913,3698,1,875,18957,25598
2022-03-10,Trichy,West,155940,2696,0,825,11705,30544
2022-03-10,Salem,Central,244051,2296,0,942,18116,11050
2022-03-10,Salem,North,225024,4750,1,841,4593,15315
2022-03-10,Salem,South,97968,2043,1,829,17447,32370
2022-03-10,Salem,East,243767,3178,0,851,4989,28446
2022-03-10,Salem,West,219180,1551,1,892,12220,13554
2022-03-11,Coimbatore,Central,117965,3732,0,813,12537,12147
2022-03-11,Coimbatore,North,155935,3698,0,826,15782,5051
2022-03-11,Coimbatore,South,132238,2092,0,919,9210,41724
2022-03-11,Coimbatore,East,187129,2792,0,879,15864,39293
2022-03-11,Coimbatore,West,161581,1378,0,948,16955,40268
2022-03-11,Chennai,Central,119000,2359,0,881,17954,28880
2022-03-11,Chennai,North,134579,355,0,944,12302,10430
2022-03-11,Chennai,South,222438,2949,1,868,8158,10806
2022-03-11,Chennai,East,67106,1382,1,887,7790,15170
2022-03-11,Chennai,West,59004,1886,1,808,9232,17674
2022-03-11,Madurai,Central,104766,3437,1,863,14686,31490
2022-03-11,Madurai,North,54791,429,1,846,12164,29509
2022-03-11,Madurai,South,111901,2633,1,826,14672,41923
2022-03-11,Madurai,East,79802,319,0,914,4611,27075
2022-03-11,Madurai,West,132015,1088,0,818,10437,48118
2022-03-11,Trichy,Central,193593,3449,1,927,6077,26282
2022-03-11,Trichy,North,126394,3299,1,937,18494,29665
2022-03-11,Trichy,South,91722,3272,0,897,7239,31415
2022-03-11,Trichy,East,100886,2719,0,948,5466,35763
2022-03-11,Trichy,West,215746,1821,0,877,16497,6816
2022-03-11,Salem,Central,168915,3619,1,943,5849,26612
2022-03-11,Salem,North,155153,1158,1,818,19332,29563
2022-03-11,Salem,South,175170,4459,1,828,9254,29785
2022-03-11,Salem,East,52093,3638,1,809,18558,22718
2022-03-11,Salem,West,66705,4250,0,873,13419,47832
2022-03-12,Coimbatore,Central,196075,2167,1,842,7002,32567
2022-03-12,Coimbatore,North,116446,4596,0,827,13523,48989
2022-03-12,Coimbatore,South,244422,200,0,896,13563,27185
2022-03-12,Coimbatore,East,134263,452,0,873,17701,8536
2022-03-12,Coimbatore,West,229289,3750,0,875,2976,43665
2022-03-12,Chennai,Central,65957,4676,0,890,8229,11877
2022-03-12,Chennai,North,214714,3909,0,847,10308,26353
2022-03-12,Chennai,South,65250,3146,0,911,15136,19167
2022-03-12,Chennai,East,67300,3045,0,829,17883,38586
2022-03-12,Chennai,West,60360,3835,0,938,14300,38370
2022-03-12,Madurai,Central,77209,1891,0,819,14103,14032
2022-03-12,Madurai,North,143254,4785,0,920,10916,11766
2022-03-12,Madurai,South,231026,2682,0,814,3665,20932
2022-03-12,Madurai,East,75714,559,0,851,15219,19274
2022-03-12,Madurai,West,95380,4774,1,882,14260,20295
2022-03-12,Trichy,Central,163141,2431,1,866,15731,49645
2022-03-12,Trichy,North,243214,2556,0,846,6317,18470
2022-03-12,Trichy,South,128712,4055,0,949,18788,34348
2022-03-12,Trichy,East,243100,1720,0,944,5118,28764
2022-03-12,Trichy,West,56630,1694,0,811,9670,36749
2022-03-12,Salem,Central,167556,957,0,813,17275,12614
2022-03-12,Salem,North,114361,1345,1,825,17924,34714
2022-03-12,Salem,South,67198,1515,0,905,5810,21569
2022-03-12,Salem,East,149855,2307,0,819,18065,49654
2022-03-12,Salem,West,167969,1636,0,805,18945,31997
2022-03-13,Coimbatore,Central,71101,2235,0,813,4180,39728
2022-03-13,Coimbatore,North,234103,3379,0,879,2582,31189
2022-03-13,Coimbatore,South,108445,388,0,819,5060,18731
2022-03-13,Coimbatore,East,127830,1283,0,823,3903,19551
2022-03-13,Coimbatore,West,143287,1177,0,879,16380,32452
2022-03-13,Chennai,Central,203797,1339,0,927,13698,48339
2022-03-13,Chennai,North,136711,4222,0,817,12604,49134
2022-03-13,Chennai,South,87823,472,1,848,13619,21508
2022-03-13,Chennai,East,95592,2853,0,945,11732,38298
2022-03-13,Chennai,West,188001,4449,0,948,7156,29240
2022-03-13,Madurai,Central,137381,1136,0,808,14203,11189
2022-03-13,Madurai,North,214982,1855,0,893,19146,44673
2022-03-13,Madurai,South,243581,4057,1,813,16932,38607
2022-03-13,Madurai,East,74578,1151,0,886,12129,5510
2022-03-13,Madurai,West,61596,4882,0,874,6666,13906
2022-03-13,Trichy,Central,202890,2386,0,894,2990,29204
2022-03-13,Trichy,North,177309,2260,1,888,17136,15336
2022-03-13,Trichy,South,97037,2163,0,919,10933,30816
2022-03-13,Trichy,East,196691,2467,0,894,18927,37747
2022-03-13,Trichy,West,179544,4898,0,877,17008,27102
2022-03-13,Salem,Central,68452,3809,1,883,11649,35255
2022-03-13,Salem,North,109258,177,0,935,12379,13744
2022-03-13,Salem,South,227125,381,0,854,12679,34829
2022-03-13,Salem,East,60985,3811,0,894,3596,21863
2022-03-13,Salem,West,92923,2242,1,824,11487,10624
2022-03-14,Coimbatore,Central,178165,1038,0,886,14941,6669
2022-03-14,Coimbatore,North,167373,3999,0,940,3126,11021
2022-03-14,Coimbatore,South,89807,1303,0,807,9904,40051
2022-03-14,Coimbatore,East,136478,582,0,886,9207,14394
2022-03-14,Coimbatore,West,174501,2498,1,883,15280,41303
2022-03-14,Chennai,Central,77453,2490,0,806,4340,31179
2022-03-14,Chennai,North,88057,697,1,886,10955,12694
2022-03-14,Chennai,South,185902,1742,0,888,12364,7160
2022-03-14,Chennai,East,245720,3849,0,886,5804,7368
2022-03-14,Chennai,West,210275,3460,0,899,11292,14862
2022-03-14,Madurai,Central,178391,2320,1,919,9887,22993
2022-03-14,Madurai,North,144218,3939,0,877,5679,34489
2022-03-14,Madurai,South,90308,1396,0,863,16235,7366
2022-03-14,Madurai,East,208539,2072,0,816,17527,36923
2022-03-14,Madurai,West,145711,2133,0,860,18880,36688
2022-03-14,Trichy,Central,143498,2308,0,944,6364,22861
2022-03-14,Trichy,North,114186,2497,0,937,9730,22883
2022-03-14,Trichy,South,79782,695,0,856,4243,6701
2022-03-14,Trichy,East,237453,1386,0,825,8553,38525
2022-03-14,Trichy,West,146008,3488,0,849,5535,23677
2022-03-14,Salem,Central,157157,1008,0,864,4311,21020
2022-03-14,Salem,North,161889,271,0,853,15337,35164
2022-03-14,Salem,South,182957,575,1,833,12503,6161
2022-03-14,Salem,East,247423,3866,0,853,5239,18942
2022-03-14,Salem,West,77278,180,0,895,2869,43294
2022-03-15,Coimbatore,Central,123277,4794,0,942,19087,23907
2022-03-15,Coimbatore,North,229559,4682,1,940,2619,45750
2022-03-15,Coimbatore,South,118602,4972,1,885,5442,21191
2022-03-15,Coimbatore,East,134631,2437,1,896,15142,17204
2022-03-15,Coimbatore,West,236737,804,0,932,18760,38740
2022-03-15,Chennai,Central,103365,3176,1,820,18023,26119
2022-03-15,Chennai,North,224737,3565,1,910,7747,28608
2022-03-15,Chennai,South,77898,2019,1,919,18965,19434
2022-03-15,Chennai,East,227318,3981,0,801,12903,10445
2022-03-15,Chennai,West,199112,720,0,892,5339,28142
2022-03-15,Madurai,Central,106238,3110,0,847,8205,9395
2022-03-15,Madurai,North,177378,3791,0,912,8060,32584
2022-03-15,Madurai,South,185372,3438,0,889,19143,35262
2022-03-15,Madurai,East,180963,2868,0,932,11915,16158
2022-03-15,Madurai,West,60547,2559,0,847,19692,22434
2022-03-15,Trichy,Central,241889,2349,0,868,4417,18463
2022-03-15,Trichy,North,206546,2754,0,924,8931,6091
2022-03-15,Trichy,South,206844,4014,0,846,2260,15456
2022-03-15,Trichy,East,72320,1285,1,945,6301,12207
2022-03-15,Trichy,West,208992,966,1,922,10556,25102
2022-03-15,Salem,Central,154429,2024,0,861,15331,14945
2022-03-15,Salem,North,231134,406,1,940,14207,44426
2022-03-15,Salem,South,56336,1538,0,833,14936,35013
2022-03-15,Salem,East,129991,4822,0,876,15056,11655
2022-03-15,Salem,West,99923,4935,0,809,3400,49698
2022-03-16,Coimbatore,Central,111687,3823,0,866,6781,25448
2022-03-16,Coimbatore,North,101550,242,0,941,18375,25079
2022-03-16,Coimbatore,South,67101,742,0,909,9549,18397
2022-03-16,Coimbatore,East,206434,1049,1,940,18738,31911
2022-03-16,Coimbatore,West,133402,1747,0,834,16690,44107
2022-03-16,Chennai,Central,107888,2864,0,946,4827,7058
2022-03-16,Chennai,North,237973,3427,0,840,10600,27889
2022-03-16,Chennai,South,163922,4279,1,906,7543,29709
2022-03-16,Chennai,East,153187,766,0,913,4060,44470
2022-03-16,Chennai,West,124965,2552,0,924,7229,45724
2022-03-16,Madurai,Central,147805,3915,0,822,4526,29686
2022-03-16,Madurai,North,123339,641,0,837,13802,12896
2022-03-16,Madurai,South,78133,2519,0,814,15242,30551
2022-03-16,Madurai,East,104160,822,0,932,2324,28871
2022-03-16,Madurai,West,112513,2045,0,934,4430,33687
2022-03-16,Trichy,Central,99997,667,0,847,5909,13015
2022-03-16,Trichy,North,53420,2631,1,861,6131,15652
2022-03-16,Trichy,South,246045,2887,1,940,11470,49308
2022-03-16,Trichy,East,231711,4697,1,869,11957,41930
2022-03-16,Trichy,West,83071,4679,0,948,13226,40399
2022-03-16,Salem,Central,238511,3555,0,939,2528,48270
2022-03-16,Salem,North,211386,4775,0,837,15919,20256
2022-03-16,Salem,South,120441,792,0,862,3360,42895
2022-03-16,Salem,East,203018,638,0,890,5925,13463
2022-03-16,Salem,West,107153,1128,0,917,10784,14797
2022-03-17,Coimbatore,Central,136130,3477,0,910,19824,41394
2022-03-17,Coimbatore,North,158378,3811,0,932,10031,26947
2022-03-17,Coimbatore,South,53188,1193,0,909,12807,15204
2022-03-17,Coimbatore,East,239016,1260,1,899,19536,5056
2022-03-17,Coimbatore,West,108548,4441,1,911,2615,13062
2022-03-17,Chennai,Central,78214,3428,0,852,12681,11984
2022-03-17,Chennai,North,208651,798,0,807,2944,33457
2022-03-17,Chennai,South,59114,1846,0,884,7783,14751
2022-03-17,Chennai,East,56907,1183,0,910,19473,40725
2022-03-17,Chennai,West,68996,4291,0,838,6263,48049
2022-03-17,Madurai,Central,117438,2667,0,939,4994,42997
2022-03-17,Madurai,North,117546,4944,0,848,6210,21038
2022-03-17,Madurai,South,148112,3133,0,806,9879,26996
2022-03-17,Madurai,East,235993,1877,0,900,11814,13888
2022-03-17,Madurai,West,220231,1337,0,925,19333,47864
2022-03-17,Trichy,Central,86355,1211,0,802,6866,15139
2022-03-17,Trichy,North,230926,2228,0,893,19533,37624
2022-03-17,Trichy,South,96996,3480,0,888,2309,8952
2022-03-17,Trichy,East,237952,3149,0,847,11692,27796
2022-03-17,Trichy,West,212818,4965,0,901,18005,26292
2022-03-17,Salem,Central,172694,3483,0,926,11759,11412
2022-03-17,Salem,North,238829,4220,1,858,6820,12835
2022-03-17,Salem,South,150153,2053,0,856,8840,42834
2022-03-17,Salem,East,246149,2515,0,836,18211,5763
2022-03-17,Salem,West,165503,977,0,877,12518,48020
2022-03-18,Coimbatore,Central,111742,1679,1,813,11395,49835
2022-03-18,Coimbatore,North,153591,3385,0,890,9433,35104
2022-03-18,Coimbatore,South,87594,3764,1,948,6643,10056
2022-03-18,Coimbatore,East,82899,957,1,808,10221,36346
2022-03-18,Coimbatore,West,131196,3496,0,822,18399,41373
2022-03-18,Chennai,Central,117143,3617,0,906,11935,20748
2022-03-18,Chennai,North,201247,3734,0,881,6473,28490
2022-03-18,Chennai,South,155623,575,0,847,19570,24798
2022-03-18,Chennai,East,104638,3636,0,815,4558,10079
2022-03-18,Chennai,West,206910,3391,0,838,15697,18429
2022-03-18,Madurai,Central,107748,693,1,909,5280,39980
2022-03-18,Madurai,North,58078,1642,0,864,18997,19274
2022-03-18,Madurai,South,181940,911,0,876,17407,26246
2022-03-18,Madurai,East,201633,1844,0,883,7423,42857
2022-03-18,Madurai,West,122144,1625,0,812,19835,26038
2022-03-18,Trichy,Central,143542,3107,0,852,3753,34531
2022-03-18,Trichy,North,199068,3375,1,801,2824,18880
2022-03-18,Trichy,South,167718,1181,1,834,10266,16183
2022-03-18,Trichy,East,165016,4785,1,847,6674,9316
2022-03-18,Trichy,West,163618,1287,0,918,10379,6214
2022-03-18,Salem,Central,73940,3386,0,905,14071,40904
2022-03-18,Salem,North,206610,1505,0,892,8569,42981
2022-03-18,Salem,South,61881,4328,1,857,2590,31119
2022-03-18,Salem,East,167744,2306,0,893,14221,27106
2022-03-18,Salem,West,67131,900,0,899,9360,8770
